,Home,Away,Year-Month-Day
2759,Charlotte,Utah,2018-01-12
2760,Minnesota,New York,2018-01-12
2761,Denver,Memphis,2018-01-12
2762,Phoenix,Houston,2018-01-12
2763,Washington,Orlando,2018-01-12
2764,Atlanta,Brooklyn,2018-01-12
2765,Toronto,Golden State,2018-01-13
2766,San Antonio,Denver,2018-01-13
2767,Charlotte,Okla City,2018-01-13
2768,Chicago,Detroit,2018-01-13
2769,Washington,Brooklyn,2018-01-13
2770,Dallas,LA Lakers,2018-01-13
2771,LA Clippers,Sacramento,2018-01-13
2772,Minnesota,Portland,2018-01-14
2773,New York,New Orleans,2018-01-14
2774,Miami,Milwaukee,2018-01-14
2775,Phoenix,Indiana,2018-01-14
2776,Cleveland,Golden State,2018-01-15
2777,LA Clippers,Houston,2018-01-15
2778,Philadelphia,Toronto,2018-01-15
2779,Washington,Milwaukee,2018-01-15
2780,Detroit,Charlotte,2018-01-15
2781,Utah,Indiana,2018-01-15
2782,Atlanta,San Antonio,2018-01-15
2783,Chicago,Miami,2018-01-15
2784,Brooklyn,New York,2018-01-15
2785,Memphis,LA Lakers,2018-01-15
2786,Okla City,Sacramento,2018-01-15
2787,Boston,New Orleans,2018-01-16
2788,Denver,Dallas,2018-01-16
2789,Orlando,Minnesota,2018-01-16
2790,Portland,Phoenix,2018-01-16
2791,LA Clippers,Denver,2018-01-17
2792,Charlotte,Washington,2018-01-17
2793,Toronto,Detroit,2018-01-17
2794,Brooklyn,San Antonio,2018-01-17
2795,Milwaukee,Miami,2018-01-17
2796,Okla City,LA Lakers,2018-01-17
2797,Atlanta,New Orleans,2018-01-17
2798,Memphis,New York,2018-01-17
2799,Chicago,Golden State,2018-01-17
2800,Sacramento,Utah,2018-01-17
2801,Houston,Minnesota,2018-01-18
2802,Boston,Philadelphia,2018-01-18
2803,Portland,Indiana,2018-01-18
2804,Cleveland,Orlando,2018-01-18
2805,Toronto,San Antonio,2018-01-19
2806,Detroit,Washington,2018-01-19
2807,Utah,New York,2018-01-19
2808,Brooklyn,Miami,2018-01-19
2809,LA Lakers,Indiana,2018-01-19
2810,Denver,Phoenix,2018-01-19
2811,Memphis,Sacramento,2018-01-19
2812,Houston,Golden State,2018-01-20
2813,Minnesota,Toronto,2018-01-20
2814,Cleveland,Okla City,2018-01-20
2815,Utah,LA Clippers,2018-01-20
2816,Charlotte,Miami,2018-01-20
2817,Philadelphia,Milwaukee,2018-01-20
2818,Portland,Dallas,2018-01-20
2819,New Orleans,Memphis,2018-01-20
2820,Atlanta,Chicago,2018-01-20
2821,San Antonio,Indiana,2018-01-21
2822,LA Lakers,New York,2018-01-21
2823,Detroit,Brooklyn,2018-01-21
2824,Boston,Orlando,2018-01-21
2825,LA Clippers,Minnesota,2018-01-22
2826,Denver,Portland,2018-01-22
2827,Dallas,Washington,2018-01-22
2828,Houston,Miami,2018-01-22
2829,Memphis,Philadelphia,2018-01-22
2830,Atlanta,Utah,2018-01-22
2831,New Orleans,Chicago,2018-01-22
2832,Milwaukee,Phoenix,2018-01-22
2833,Charlotte,Sacramento,2018-01-22
2834,San Antonio,Cleveland,2018-01-23
2835,LA Lakers,Boston,2018-01-23
2836,Okla City,Brooklyn,2018-01-23
2837,Golden State,New York,2018-01-23
2838,Orlando,Sacramento,2018-01-23
2839,LA Clippers,Boston,2018-01-24
2840,Portland,Minnesota,2018-01-24
2841,Charlotte,New Orleans,2018-01-24
2842,Memphis,San Antonio,2018-01-24
2843,Dallas,Houston,2018-01-24
2844,Detroit,Utah,2018-01-24
2845,Atlanta,Toronto,2018-01-24
2846,Philadelphia,Chicago,2018-01-24
2847,Indiana,Phoenix,2018-01-24
2848,Okla City,Washington,2018-01-25
2849,Golden State,Minnesota,2018-01-25
2850,Denver,New York,2018-01-25
2851,Miami,Sacramento,2018-01-25
2852,San Antonio,Philadelphia,2018-01-26
2853,New Orleans,Houston,2018-01-26
2854,Cleveland,Indiana,2018-01-26
2855,Dallas,Portland,2018-01-26
2856,Memphis,LA Clippers,2018-01-26
2857,Toronto,Utah,2018-01-26
2858,Milwaukee,Brooklyn,2018-01-26
2859,Charlotte,Atlanta,2018-01-26
2860,Phoenix,New York,2018-01-26
2861,Chicago,LA Lakers,2018-01-26
2862,Golden State,Boston,2018-01-27
2863,Detroit,Okla City,2018-01-27
2864,Miami,Charlotte,2018-01-27
2865,Denver,Dallas,2018-01-27
2866,Atlanta,Washington,2018-01-27
2867,Minnesota,Brooklyn,2018-01-27
2868,Indiana,Orlando,2018-01-27
2869,Okla City,Philadelphia,2018-01-28
2870,New Orleans,LA Clippers,2018-01-28
2871,Cleveland,Detroit,2018-01-28
2872,Toronto,LA Lakers,2018-01-28
2873,Chicago,Milwaukee,2018-01-28
2874,San Antonio,Sacramento,2018-01-28
2875,Houston,Phoenix,2018-01-28
2876,Denver,Boston,2018-01-29
2877,Milwaukee,Philadelphia,2018-01-29
2878,Indiana,Charlotte,2018-01-29
2879,Dallas,Miami,2018-01-29
2880,Atlanta,Minnesota,2018-01-29
2881,Memphis,Phoenix,2018-01-29
2882,Washington,Okla City,2018-01-30
2883,Toronto,Minnesota,2018-01-30
2884,LA Clippers,Portland,2018-01-30
2885,San Antonio,Denver,2018-01-30
2886,Detroit,Cleveland,2018-01-30
2887,Utah,Golden State,2018-01-30
2888,New York,Brooklyn,2018-01-30
2889,Houston,Orlando,2018-01-30
2890,New Orleans,Sacramento,2018-01-30
2891,Cleveland,Miami,2018-01-31
2892,Boston,New York,2018-01-31
2893,Brooklyn,Philadelphia,2018-01-31
2894,Atlanta,Charlotte,2018-01-31
2895,Indiana,Memphis,2018-01-31
2896,Portland,Chicago,2018-01-31
2897,Orlando,LA Lakers,2018-01-31
2898,Phoenix,Dallas,2018-01-31
2899,San Antonio,Houston,2018-02-01
2900,Washington,Toronto,2018-02-01
2901,Denver,Okla City,2018-02-01
2902,Minnesota,Milwaukee,2018-02-01
2903,Detroit,Memphis,2018-02-01
2904,Toronto,Portland,2018-02-02
2905,Okla City,New Orleans,2018-02-02
2906,Philadelphia,Miami,2018-02-02
2907,Charlotte,Indiana,2018-02-02
2908,Milwaukee,New York,2018-02-02
2909,Phoenix,Utah,2018-02-02
2910,Boston,Atlanta,2018-02-02
2911,Brooklyn,LA Lakers,2018-02-02
2912,Sacramento,Golden State,2018-02-02
2913,Cleveland,Houston,2018-02-03
2914,San Antonio,Utah,2018-02-03
2915,Denver,Golden State,2018-02-03
2916,Minnesota,New Orleans,2018-02-03
2917,Indiana,Philadelphia,2018-02-03
2918,Detroit,Miami,2018-02-03
2919,Orlando,Washington,2018-02-03
2920,LA Clippers,Chicago,2018-02-03
2921,Sacramento,Dallas,2018-02-03
2922,Boston,Portland,2018-02-04
2923,Okla City,LA Lakers,2018-02-04
2924,Brooklyn,Milwaukee,2018-02-04
2925,Toronto,Memphis,2018-02-04
2926,Phoenix,Charlotte,2018-02-04
2927,New York,Atlanta,2018-02-04
2928,New Orleans,Utah,2018-02-05
2929,Indiana,Washington,2018-02-05
2930,Denver,Charlotte,2018-02-05
2931,Detroit,Portland,2018-02-05
2932,LA Clippers,Dallas,2018-02-05
2933,Miami,Orlando,2018-02-05
2934,Sacramento,Chicago,2018-02-05
2935,Toronto,Boston,2018-02-06
2936,Philadelphia,Washington,2018-02-06
2937,Golden State,Okla City,2018-02-06
2938,New York,Milwaukee,2018-02-06
2939,Orlando,Cleveland,2018-02-06
2940,Brooklyn,Houston,2018-02-06
2941,Atlanta,Memphis,2018-02-06
2942,LA Lakers,Phoenix,2018-02-06
2943,Cleveland,Minnesota,2018-02-07
2944,Miami,Houston,2018-02-07
2945,Memphis,Utah,2018-02-07
2946,New Orleans,Indiana,2018-02-07
2947,Phoenix,San Antonio,2018-02-07
2948,Detroit,Brooklyn,2018-02-07
2949,Washington,Boston,2018-02-08
2950,Portland,Charlotte,2018-02-08
2951,LA Lakers,Okla City,2018-02-08
2952,Golden State,Dallas,2018-02-08
2953,Toronto,New York,2018-02-08
2954,Orlando,Atlanta,2018-02-08
2955,Houston,Denver,2018-02-09
2956,Utah,Charlotte,2018-02-09
2957,Philadelphia,New Orleans,2018-02-09
2958,Detroit,LA Clippers,2018-02-09
2959,Miami,Milwaukee,2018-02-09
2960,Boston,Indiana,2018-02-09
2961,Chicago,Minnesota,2018-02-09
2962,Atlanta,Cleveland,2018-02-09
2963,Sacramento,Portland,2018-02-09
2964,Golden State,San Antonio,2018-02-10
2965,Philadelphia,LA Clippers,2018-02-10
2966,Chicago,Washington,2018-02-10
2967,Orlando,Milwaukee,2018-02-10
2968,Dallas,LA Lakers,2018-02-10
2969,Brooklyn,New Orleans,2018-02-10
2970,Phoenix,Denver,2018-02-10
2971,Portland,Utah,2018-02-11
2972,Boston,Cleveland,2018-02-11
2973,Charlotte,Toronto,2018-02-11
2974,Okla City,Memphis,2018-02-11
2975,Houston,Dallas,2018-02-11
2976,Indiana,New York,2018-02-11
2977,Atlanta,Detroit,2018-02-11
2978,Minnesota,Sacramento,2018-02-11
2979,Utah,San Antonio,2018-02-12
2980,Detroit,New Orleans,2018-02-12
2981,Brooklyn,LA Clippers,2018-02-12
2982,Philadelphia,New York,2018-02-12
2983,Chicago,Orlando,2018-02-12
2984,Golden State,Phoenix,2018-02-12
2985,Minnesota,Houston,2018-02-13
2986,Denver,San Antonio,2018-02-13
2987,Okla City,Cleveland,2018-02-13
2988,Toronto,Miami,2018-02-13
2989,Milwaukee,Atlanta,2018-02-13
2990,Dallas,Sacramento,2018-02-13
2991,Boston,LA Clippers,2018-02-14
2992,Portland,Golden State,2018-02-14
2993,Philadelphia,Miami,2018-02-14
2994,New York,Washington,2018-02-14
2995,Memphis,Okla City,2018-02-14
2996,New Orleans,LA Lakers,2018-02-14
2997,Orlando,Charlotte,2018-02-14
2998,Brooklyn,Indiana,2018-02-14
2999,Chicago,Toronto,2018-02-14
3000,Utah,Phoenix,2018-02-14
3001,Detroit,Atlanta,2018-02-14
3002,Houston,Sacramento,2018-02-14
3003,Milwaukee,Denver,2018-02-15
3004,Minnesota,LA Lakers,2018-02-15
3005,Cleveland,Washington,2018-02-22
3006,Golden State,LA Clippers,2018-02-22
3007,Chicago,Philadelphia,2018-02-22
3008,Sacramento,Okla City,2018-02-22
3009,Orlando,New York,2018-02-22
3010,Charlotte,Brooklyn,2018-02-22
3011,Denver,San Antonio,2018-02-23
3012,Houston,Minnesota,2018-02-23
3013,Utah,Portland,2018-02-23
3014,Detroit,Boston,2018-02-23
3015,Washington,Charlotte,2018-02-23
3016,Toronto,Milwaukee,2018-02-23
3017,New Orleans,Miami,2018-02-23
3018,Memphis,Cleveland,2018-02-23
3019,LA Lakers,Dallas,2018-02-23
3020,Phoenix,LA Clippers,2018-02-23
3021,Indiana,Atlanta,2018-02-23
3022,Golden State,Okla City,2018-02-24
3023,New York,Boston,2018-02-24
3024,Utah,Dallas,2018-02-24
3025,Philadelphia,Orlando,2018-02-24
3026,Minnesota,Chicago,2018-02-24
3027,Miami,Memphis,2018-02-24
3028,Phoenix,Portland,2018-02-24
3029,Sacramento,LA Lakers,2018-02-24
3030,Washington,Philadelphia,2018-02-25
3031,Cleveland,San Antonio,2018-02-25
3032,Denver,Houston,2018-02-25
3033,Milwaukee,New Orleans,2018-02-25
3034,Charlotte,Detroit,2018-02-25
3035,Utah,Houston,2018-02-26
3036,Toronto,Detroit,2018-02-26
3037,New York,Golden State,2018-02-26
3038,Dallas,Indiana,2018-02-26
3039,Boston,Memphis,2018-02-26
3040,Okla City,Orlando,2018-02-26
3041,Sacramento,Minnesota,2018-02-26
3042,Atlanta,LA Lakers,2018-02-26
3043,Brooklyn,Chicago,2018-02-26
3044,New Orleans,Phoenix,2018-02-26
3045,Miami,Philadelphia,2018-02-27
3046,Denver,LA Clippers,2018-02-27
3047,Milwaukee,Washington,2018-02-27
3048,Cleveland,Brooklyn,2018-02-27
3049,Charlotte,Chicago,2018-02-27
3050,Portland,Sacramento,2018-02-27
3051,Washington,Golden State,2018-02-28
3052,LA Clippers,Houston,2018-02-28
3053,San Antonio,New Orleans,2018-02-28
3054,Boston,Charlotte,2018-02-28
3055,Dallas,Okla City,2018-02-28
3056,Detroit,Milwaukee,2018-02-28
3057,Orlando,Toronto,2018-02-28
3058,Atlanta,Indiana,2018-02-28
3059,Memphis,Phoenix,2018-02-28
3060,Portland,Minnesota,2018-02-29
3061,Cleveland,Philadelphia,2018-02-29
3062,Miami,LA Lakers,2018-02-29
3063,Sacramento,Brooklyn,2018-02-29
3064,Utah,Minnesota,2018-02-30
3065,Washington,Toronto,2018-02-30
3066,Philadelphia,Charlotte,2018-02-30
3067,Milwaukee,Indiana,2018-02-30
3068,Memphis,Denver,2018-02-30
3069,LA Clippers,New York,2018-02-30
3070,Orlando,Detroit,2018-02-30
3071,Phoenix,Okla City,2018-02-30
3072,Atlanta,Golden State,2018-02-30
3073,Chicago,Dallas,2018-02-30
3074,Portland,Okla City,2018-02-31
3075,Houston,Boston,2018-02-31
3076,Cleveland,Denver,2018-02-31
3077,San Antonio,LA Lakers,2018-02-31
3078,Miami,Detroit,2018-02-31
3079,Sacramento,Utah,2018-02-31
3080,Orlando,Memphis,2018-02-31
3081,Portland,Minnesota,2018-03-01
3082,Cleveland,Philadelphia,2018-03-01
3083,Miami,LA Lakers,2018-03-01
3084,Sacramento,Brooklyn,2018-03-01
3085,Utah,Minnesota,2018-03-02
3086,Washington,Toronto,2018-03-02
3087,Philadelphia,Charlotte,2018-03-02
3088,Milwaukee,Indiana,2018-03-02
3089,Memphis,Denver,2018-03-02
3090,LA Clippers,New York,2018-03-02
3091,Orlando,Detroit,2018-03-02
3092,Phoenix,Okla City,2018-03-02
3093,Atlanta,Golden State,2018-03-02
3094,Chicago,Dallas,2018-03-02
3095,Portland,Okla City,2018-03-03
3096,Houston,Boston,2018-03-03
3097,Cleveland,Denver,2018-03-03
3098,San Antonio,LA Lakers,2018-03-03
3099,Miami,Detroit,2018-03-03
3100,Sacramento,Utah,2018-03-03
3101,Orlando,Memphis,2018-03-03
3102,Milwaukee,Philadelphia,2018-03-04
3103,Washington,Indiana,2018-03-04
3104,Toronto,Charlotte,2018-03-04
3105,Dallas,New Orleans,2018-03-04
3106,LA Clippers,Brooklyn,2018-03-04
3107,Sacramento,New York,2018-03-04
3108,Atlanta,Phoenix,2018-03-04
3109,LA Lakers,Portland,2018-03-05
3110,Indiana,Milwaukee,2018-03-05
3111,Cleveland,Detroit,2018-03-05
3112,San Antonio,Memphis,2018-03-05
3113,Chicago,Boston,2018-03-05
3114,Utah,Orlando,2018-03-05
3115,Miami,Phoenix,2018-03-05
3116,Okla City,Houston,2018-03-06
3117,Charlotte,Philadelphia,2018-03-06
3118,LA Clippers,New Orleans,2018-03-06
3119,Washington,Miami,2018-03-06
3120,Dallas,Denver,2018-03-06
3121,Portland,New York,2018-03-06
3122,Golden State,Brooklyn,2018-03-06
3123,Toronto,Atlanta,2018-03-06
3124,Indiana,Utah,2018-03-07
3125,Denver,Cleveland,2018-03-07
3126,Milwaukee,Houston,2018-03-07
3127,Detroit,Toronto,2018-03-07
3128,Sacramento,New Orleans,2018-03-07
3129,LA Lakers,Orlando,2018-03-07
3130,Chicago,Memphis,2018-03-07
3131,Minnesota,Boston,2018-03-08
3132,Golden State,San Antonio,2018-03-08
3133,Miami,Philadelphia,2018-03-08
3134,Charlotte,Brooklyn,2018-03-08
3135,Okla City,Phoenix,2018-03-08
3136,Toronto,Houston,2018-03-09
3137,Portland,Golden State,2018-03-09
3138,New Orleans,Washington,2018-03-09
3139,LA Clippers,Cleveland,2018-03-09
3140,Denver,LA Lakers,2018-03-09
3141,Memphis,Utah,2018-03-09
3142,Milwaukee,New York,2018-03-09
3143,Indiana,Atlanta,2018-03-09
3144,Sacramento,Orlando,2018-03-09
3145,Detroit,Chicago,2018-03-09
3146,Okla City,San Antonio,2018-03-10
3147,Miami,Washington,2018-03-10
3148,LA Clippers,Orlando,2018-03-10
3149,Dallas,Memphis,2018-03-10
3150,Charlotte,Phoenix,2018-03-10
3151,Minnesota,Golden State,2018-03-11
3152,New Orleans,Utah,2018-03-11
3153,Boston,Indiana,2018-03-11
3154,LA Lakers,Cleveland,2018-03-11
3155,Brooklyn,Philadelphia,2018-03-11
3156,Dallas,Houston,2018-03-11
3157,New York,Toronto,2018-03-11
3158,Denver,Sacramento,2018-03-11
3159,Atlanta,Chicago,2018-03-11
3160,Houston,San Antonio,2018-03-12
3161,Portland,Miami,2018-03-12
3162,Memphis,Milwaukee,2018-03-12
3163,Okla City,Sacramento,2018-03-12
3164,Washington,Minnesota,2018-03-13
3165,Philadelphia,Indiana,2018-03-13
3166,LA Lakers,Denver,2018-03-13
3167,Utah,Detroit,2018-03-13
3168,New Orleans,Charlotte,2018-03-13
3169,San Antonio,Orlando,2018-03-13
3170,Atlanta,Okla City,2018-03-13
3171,Chicago,LA Clippers,2018-03-13
3172,New York,Dallas,2018-03-13
3173,Brooklyn,Toronto,2018-03-13
3174,Phoenix,Cleveland,2018-03-13
3175,Boston,Washington,2018-03-14
3176,Golden State,LA Lakers,2018-03-14
3177,Orlando,Milwaukee,2018-03-14
3178,Sacramento,Miami,2018-03-14
3179,San Antonio,New Orleans,2018-03-15
3180,Indiana,Toronto,2018-03-15
3181,Portland,Cleveland,2018-03-15
3182,Houston,LA Clippers,2018-03-15
3183,New York,Philadelphia,2018-03-15
3184,Denver,Detroit,2018-03-15
3185,Atlanta,Charlotte,2018-03-15
3186,Memphis,Chicago,2018-03-15
3187,Utah,Phoenix,2018-03-15
3188,Okla City,LA Clippers,2018-03-16
3189,LA Lakers,Miami,2018-03-16
3190,Orlando,Boston,2018-03-16
3191,Toronto,Dallas,2018-03-16
3192,Philadelphia,Brooklyn,2018-03-16
3193,Golden State,Sacramento,2018-03-16
3194,San Antonio,Minnesota,2018-03-17
3195,New Orleans,Houston,2018-03-17
3196,Washington,Indiana,2018-03-17
3197,Portland,Detroit,2018-03-17
3198,New York,Charlotte,2018-03-17
3199,Chicago,Cleveland,2018-03-17
3200,Memphis,Denver,2018-03-17
3201,Brooklyn,Dallas,2018-03-17
3202,Utah,Sacramento,2018-03-17
3203,Phoenix,Golden State,2018-03-17
3204,Milwaukee,Atlanta,2018-03-17
3205,Minnesota,Houston,2018-03-18
3206,LA Clippers,Portland,2018-03-18
3207,New Orleans,Boston,2018-03-18
3208,Toronto,Okla City,2018-03-18
3209,San Antonio,Golden State,2018-03-19
3210,Miami,Denver,2018-03-19
3211,Cleveland,Milwaukee,2018-03-19
3212,Philadelphia,Charlotte,2018-03-19
3213,Indiana,LA Lakers,2018-03-19
3214,Sacramento,Detroit,2018-03-19
3215,New York,Chicago,2018-03-19
3216,Brooklyn,Memphis,2018-03-19
3217,Boston,Okla City,2018-03-20
3218,Portland,Houston,2018-03-20
3219,Minnesota,LA Clippers,2018-03-20
3220,New Orleans,Dallas,2018-03-20
3221,Orlando,Toronto,2018-03-20
3222,Utah,Atlanta,2018-03-20
3223,Phoenix,Detroit,2018-03-20
3224,San Antonio,Washington,2018-03-21
3225,Cleveland,Toronto,2018-03-21
3226,Milwaukee,LA Clippers,2018-03-21
3227,New Orleans,Indiana,2018-03-21
3228,Brooklyn,Charlotte,2018-03-21
3229,Chicago,Denver,2018-03-21
3230,Miami,New York,2018-03-21
3231,Philadelphia,Memphis,2018-03-21
3232,Dallas,Utah,2018-03-22
3233,New Orleans,LA Lakers,2018-03-22
3234,Orlando,Philadelphia,2018-03-22
3235,Houston,Detroit,2018-03-22
3236,Charlotte,Memphis,2018-03-22
3237,Sacramento,Atlanta,2018-03-22
3238,San Antonio,Utah,2018-03-23
3239,Portland,Boston,2018-03-23
3240,Washington,Denver,2018-03-23
3241,Okla City,Miami,2018-03-23
3242,Indiana,LA Clippers,2018-03-23
3243,New York,Minnesota,2018-03-23
3244,Chicago,Milwaukee,2018-03-23
3245,Toronto,Brooklyn,2018-03-23
3246,Golden State,Atlanta,2018-03-23
3247,Cleveland,Phoenix,2018-03-23
3248,Philadelphia,Minnesota,2018-03-24
3249,Houston,New Orleans,2018-03-24
3250,Dallas,Charlotte,2018-03-24
3251,Memphis,LA Lakers,2018-03-24
3252,Detroit,Chicago,2018-03-24
3253,Orlando,Phoenix,2018-03-24
3254,Okla City,Portland,2018-03-25
3255,Golden State,Utah,2018-03-25
3256,Milwaukee,San Antonio,2018-03-25
3257,Toronto,LA Clippers,2018-03-25
3258,Indiana,Miami,2018-03-25
3259,Brooklyn,Cleveland,2018-03-25
3260,Washington,New York,2018-03-25
3261,Sacramento,Boston,2018-03-25
3262,Houston,Atlanta,2018-03-25
3263,Philadelphia,Denver,2018-03-26
3264,Detroit,LA Lakers,2018-03-26
3265,Charlotte,New York,2018-03-26
3266,Minnesota,Memphis,2018-03-26
3267,Phoenix,Boston,2018-03-26
3268,Washington,San Antonio,2018-03-27
3269,New Orleans,Portland,2018-03-27
3270,Toronto,Denver,2018-03-27
3271,Miami,Cleveland,2018-03-27
3272,Golden State,Indiana,2018-03-27
3273,LA Clippers,Milwaukee,2018-03-27
3274,Sacramento,Dallas,2018-03-27
3275,Houston,Chicago,2018-03-27
3276,Utah,Boston,2018-03-28
3277,Charlotte,Cleveland,2018-03-28
3278,Philadelphia,New York,2018-03-28
3279,Memphis,Portland,2018-03-28
3280,LA Lakers,Dallas,2018-03-28
3281,Orlando,Brooklyn,2018-03-28
3282,Minnesota,Atlanta,2018-03-28
3283,Phoenix,LA Clippers,2018-03-28
3284,San Antonio,Okla City,2018-03-29
3285,Detroit,Washington,2018-03-29
3286,Golden State,Milwaukee,2018-03-29
3287,Sacramento,Indiana,2018-03-29
3288,Miami,Chicago,2018-03-29
3289,Okla City,Denver,2018-03-30
3290,Portland,LA Clippers,2018-03-30
3291,Cleveland,New Orleans,2018-03-30
3292,Dallas,Minnesota,2018-03-30
3293,LA Lakers,Milwaukee,2018-03-30
3294,Atlanta,Philadelphia,2018-03-30
3295,Utah,Memphis,2018-03-30
3296,Orlando,Chicago,2018-03-30
3297,Houston,Phoenix,2018-03-30
3298,Boston,Toronto,2018-03-31
3299,Washington,Charlotte,2018-03-31
3300,New York,Detroit,2018-03-31
3301,Sacramento,Golden State,2018-03-31
3302,Miami,Brooklyn,2018-03-31
3303,Boston,Milwaukee,2018-11-01
3304,Philadelphia,LA Clippers,2018-11-01
3305,Portland,New Orleans,2018-11-01
3306,Charlotte,Okla City,2018-11-01
3307,Cleveland,Denver,2018-11-01
3308,Atlanta,Sacramento,2018-11-01
3309,Washington,Okla City,2018-11-02
3310,Utah,Memphis,2018-11-02
3311,Brooklyn,Houston,2018-11-02
3312,Orlando,LA Clippers,2018-11-02
3313,Golden State,Minnesota,2018-11-02
3314,Dallas,New York,2018-11-02
3315,Chicago,Indiana,2018-11-02
3316,Phoenix,Toronto,2018-11-02
3317,Indiana,Boston,2018-11-03
3318,Denver,Utah,2018-11-03
3319,San Antonio,New Orleans,2018-11-03
3320,Chicago,Houston,2018-11-03
3321,Philadelphia,Detroit,2018-11-03
3322,Portland,LA Lakers,2018-11-03
3323,Atlanta,Miami,2018-11-03
3324,Charlotte,Cleveland,2018-11-03
3325,LA Lakers,Toronto,2018-11-04
3326,Brooklyn,Philadelphia,2018-11-04
3327,Portland,Minnesota,2018-11-04
3328,Milwaukee,Sacramento,2018-11-04
3329,Washington,New York,2018-11-04
3330,San Antonio,Orlando,2018-11-04
3331,Phoenix,Memphis,2018-11-04
3332,Utah,Toronto,2018-11-05
3333,Denver,Boston,2018-11-05
3334,Okla City,New Orleans,2018-11-05
3335,Indiana,Houston,2018-11-05
3336,Detroit,Miami,2018-11-05
3337,Golden State,Memphis,2018-11-05
3338,LA Clippers,Minnesota,2018-11-05
3339,New York,Chicago,2018-11-05
3340,Orlando,Cleveland,2018-11-05
3341,Portland,Milwaukee,2018-11-06
3342,Dallas,Washington,2018-11-06
3343,Phoenix,Brooklyn,2018-11-06
3344,Charlotte,Atlanta,2018-11-06
3345,Memphis,Denver,2018-11-07
3346,Indiana,Philadelphia,2018-11-07
3347,Miami,San Antonio,2018-11-07
3348,Sacramento,Toronto,2018-11-07
3349,LA Lakers,Minnesota,2018-11-07
3350,Orlando,Detroit,2018-11-07
3351,Utah,Dallas,2018-11-07
3352,New Orleans,Chicago,2018-11-07
3353,Cleveland,Okla City,2018-11-07
3354,Atlanta,New York,2018-11-07
3355,Golden State,Milwaukee,2018-11-08
3356,Okla City,Houston,2018-11-08
3357,Portland,LA Clippers,2018-11-08
3358,Phoenix,Boston,2018-11-08
3359,Utah,Boston,2018-11-09
3360,Philadelphia,Charlotte,2018-11-09
3361,Miami,Indiana,2018-11-09
3362,Denver,Brooklyn,2018-11-09
3363,Sacramento,Minnesota,2018-11-09
3364,Orlando,Washington,2018-11-09
3365,Atlanta,Detroit,2018-11-09
3366,San Antonio,Houston,2018-11-10
3367,LA Clippers,Milwaukee,2018-11-10
3368,Memphis,Philadelphia,2018-11-10
3369,Sacramento,LA Lakers,2018-11-10
3370,Dallas,Okla City,2018-11-10
3371,Golden State,Brooklyn,2018-11-10
3372,Miami,Washington,2018-11-10
3373,Toronto,New York,2018-11-10
3374,New Orleans,Phoenix,2018-11-10
3375,Chicago,Cleveland,2018-11-10
3376,Denver,Milwaukee,2018-11-11
3377,Houston,Indiana,2018-11-11
3378,Portland,Boston,2018-11-11
3379,Detroit,Charlotte,2018-11-11
3380,New York,Orlando,2018-11-11
3381,LA Lakers,Atlanta,2018-11-11
3382,LA Clippers,Golden State,2018-11-12
3383,Memphis,Utah,2018-11-12
3384,Miami,Philadelphia,2018-11-12
3385,Toronto,New Orleans,2018-11-12
3386,Minnesota,Brooklyn,2018-11-12
3387,Sacramento,San Antonio,2018-11-12
3388,Washington,Orlando,2018-11-12
3389,Chicago,Dallas,2018-11-12
3390,Okla City,Phoenix,2018-11-12
